Name,Size,Type,Sub-Type,Alignment,AC,Hit Points,STR,DEX,CON,INT,WIS,CHA,Challenge,Proficiency Bonus
Living_Cloudkill,L,Construct,,,15 (natural),73 (7d10+35),10,15,14,3,11,6,7,3
Living_Conjuration,H,Construct,,,16 (natural),150 (12d12+72),1,9,22,6,18,1,11,4
Living_Demiplane,M,Construct,,,10,31 (7d8),1,10,10,1,10,1,0,2
Living_Divination,H,Construct,,,16 (natural),150 (12d12+72),1,9,22,6,18,1,11,4
Living_Doll,T,Construct,,NE,11 (natural),28 (8d4+8),3,11,13,10,10,7,2,2
Living_Enchantment,H,Construct,,,16 (natural),150 (12d12+72),1,9,22,6,18,1,11,4
Living_Evocation,H,Construct,,,16 (natural),150 (12d12+72),1,9,22,6,18,1,11,4
Living_Galleon,G,Monstrosity,Shapechanger,N,18 (natural),0 (0d4),21,1,22,7,17,8,13,5
Living_Illusion,H,Construct,,,16 (natural),150 (12d12+72),1,9,22,6,18,1,11,4
Living_Iron_Statue,M,Construct,,,16 (natural),102 (12d8+48),16,14,18,6,10,5,5,3
Living_Keep,G,Monstrosity,Shapechanger,N,18 (natural),0 (0d4),23,1,24,11,19,8,16,5
Living_Lightning_Bolt,L,Construct,,,15 (natural),57 (6d10+24),10,15,18,3,10,6,5,3
Living_Mage_Tower,G,Monstrosity,Shapechanger,N,21 (natural),0 (0d4),14,1,23,26,20,15,19,6
Living_Necromancy,H,Construct,,,16 (natural),150 (12d12+72),1,9,22,6,18,1,11,4
Living_Shade,M,Fey,,N,12,18 (4d8),6,14,10,9,10,12,0.25,2
Living_Spellbook,M,Construct,,,18 (natural),117 (18d8+36),13,16,14,10,12,9,13,5
Living_Spellstorm,G,Construct,,,23 (natural),787 (45d20+315),24,14,24,18,30,21,29,9
Living_Star,H,Celestial,,,19 (natural),207 (18d12+90),24,22,21,21,19,22,19,6
Living_Transmutation,H,Construct,,,16 (natural),150 (12d12+72),1,9,22,6,18,1,11,4
Living_Unseen_Servant,M,Construct,,,10,4 (1d8),2,10,11,1,10,1,0,2
Living_Wick,S,Construct,,,13 (natural),28 (8d6),10,10,10,5,5,5,0.25,2
Lizard,T,Beast,,,10,2 (1d4),2,11,10,1,8,3,0,2
Lizard_King,M,Humanoid,Lizardfolk,CE,15 (natural),78 (12d8+24),17,12,15,11,11,15,4,2
Lizardfolk,M,Humanoid,Lizardfolk,N,"15 (natural, shield)",22 (4d8+4),15,10,13,7,12,7,0.5,2
Lizardfolk_Commoner,M,Humanoid,Lizardfolk,N,13 (natural),16 (3d8+3),15,10,12,7,12,7,0.25,2
Lizardfolk_Render,L,Humanoid,Lizardfolk,N,15 (natural),52 (7d10+14),16,10,14,7,12,7,3,2
Lizardfolk_Shaman,M,Humanoid,Lizardfolk,N,13 (natural),27 (5d8+5),15,10,13,10,15,8,2,2
Loading_Rig,L,Construct,,,18 (natural),39 (6d10+6),18,11,13,1,3,4,1,2
Locathah,M,Humanoid,Locathah,N,13 (natural),22 (4d8+4),13,12,12,11,10,11,0.5,2
Locathah_Hunter,M,Humanoid,Locathah,N,14 (natural),33 (6d8+6),13,14,12,11,14,11,2,2
Locksmith,M,Construct,,,18 (natural),102 (12d8+48),20,18,18,16,10,6,8,3
Lord_Knight,M,Humanoid, Race, Lawful,"20 (plate, shield)",96 (16d8+32),18,12,14,12,12,16,5,3
Lord_of_the_Blades,M,Humanoid,Warforged,LE,19 (natural),195 (23d8+92),20,15,18,19,17,18,18,6
Lord_of_the_Hunt,M,Fey,,LN,18 (natural),229 (27d8+108),21,18,19,14,18,15,18,6
Lord_of_the_Slums,M,Humanoid,Human,CE,16 (+2 leather),97 (15d8+30),18,14,14,13,14,16,10,4
Lord_of_Vultures,L,Fey,Shapechanger,NG,17 (natural),152 (16d10+64),18,18,18,16,17,20,12,4
Lorehold_Apprentice,M or S,Humanoid," Race, Wizard",,12 (15 with mage armor),33 (6d8+6),10,14,13,15,12,11,2,2
Lorehold_Pledgemage,M or S,Humanoid," Race, Wizard",,13 (16 with mage armor),60 (11d8+11),10,16,13,17,12,11,4,2
Lorehold_Professor_of_Chaos,M or S,Humanoid," Race, Wizard",,12 (15 with mage armor),110 (17d8+34),11,14,14,19,15,13,7,3
Lorehold_Professor_of_Order,M or S,Humanoid," Race, Wizard",,12 (15 with mage armor),104 (16d8+32),11,14,14,19,15,13,7,3
Lorelei,M,Fey,,CE,15,76 (9d8+36),10,21,18,16,16,23,5,3
Lost_Limb,S,Monstrosity,,N,14 (natural),16 (3d6+6),16,16,14,4,4,4,2,2
Lost_Minotaur,L,Undead,,NE,16 (natural),114 (12d10+48),20,10,18,5,12,8,8,3
Lost_Soul,M,Undead,,CE,13,45 (7d8+14),15,16,15,12,10,12,3,2
Lothar_the_Lethargic,M,Humanoid,Human,LE,12 (15 with mage armor),66 (12d8+12),12,15,12,14,16,20,9,4
Lotus_Dragon_Wyrmling,S,Dragon,Lotus Dragon,CE,18 (natural),97 (13d8+39),16,20,17,13,19,14,6,3
Lotus_Golem,L,Construct,,,14,82 (11d10+22),14,19,14,6,12,4,9,4
Lou_Carcolh,M,Monstrosity,,,14 (natural),78 (12d8+24),15,14,14,3,10,10,2,2
Loup_Garou,M,Monstrosity,Shapechanger,CE,16 (natural),170 (20d8+80),18,18,18,14,16,16,13,5
Loxoda,H,Monstrosity,,NE,13 (natural),147 (14d12+56),19,12,19,12,14,10,6,3
Lubber_Fiend,M,Fiend,Demon,CE,13,13 (3d8),15,17,12,12,10,10,1,2
Luck_Leech,M,Fey,,NE,17 (studded leather),150 (20d8+60),14,21,16,17,14,19,10,4
Lunar_Devil,L,Fiend,Devil,LE,16 (natural),94 (9d10+45),21,21,20,16,15,18,8,3
Lunarian,M,Fey,,CN,16 (breastplate),97 (15d8+30),18,15,14,13,12,15,5,3
Lurker_Above,H,Aberration,,N,13,68 (8d12+16),18,16,15,2,15,9,7,3
Lust,M,Fiend,Demon,CE,18 (natural),247 (26d8+130),20,16,20,18,14,25,23,7
Lymarien,T,Fey,,NG,13,5 (2d4),1,17,10,7,13,11,0.125,2
Lymarien_Swarm,L,Fey,(Swarm of Tiny),NG,14,90 (12d10+24),8,19,14,7,13,15,5,3
Lynchwood,G,Plant,,LE,19 (natural),0 (0d4),22,10,25,5,16,1,13,5
Lystrosaurus,M,Beast,,,14 (natural),45 (6d8+18),16,10,16,2,9,6,2,2
Lythic,M,Elemental,,N,17 (natural),45 (7d8+14),17,12,15,10,11,10,3,2
Mad_Monk,M,Humanoid, Race,LE,17,55 (10d8+10),13,18,13,10,16,10,5,3
Mad_Piper,L,Construct,,N,12 (padded armor),19 (3d8+6),16,8,14,5,7,16,2,2
Madam_Eva,M,Humanoid,Human,CN,10,88 (16d8+16),8,11,12,17,20,18,10,4
Madcap,M,Plant,,CE,14 (natural),39 (6d8+12),12,16,14,10,14,7,3,2
Maegera_the_Dawn_Titan,G,Elemental,,CN,16,341 (22d20+110),21,22,20,10,10,19,23,7
Maga_Naga,L,Monstrosity,,CE,17 (natural),127 (15d10+45),19,18,16,9,7,18,11,4
Mage,M,Humanoid, Race,,12,40 (9d8),9,14,11,17,12,11,6,3
Mage_Hound,L,Monstrosity,,,14 (natural),45 (6d10+12),18,15,14,4,12,7,2,2
Mage_Hunter,L,Monstrosity,,LE,15 (natural),85 (10d10+30),19,15,16,11,17,10,5,3
Magewright,M,Humanoid, Race,,11,9 (2d8),11,13,10,14,14,12,0,2
Magma_Mephit,S,Elemental,,NE,11,22 (5d6+5),8,12,12,7,10,10,0.5,2
Magma_Octopus,L,Elemental,,N,16 (natural),147 (14d10+70),21,17,21,5,8,7,8,3
Magma_Ooze,L,Ooze,,,7,85 (9d10+36),16,4,18,1,6,1,6,3
Magmamental,L,Elemental,,,12,114 (12d10+48),12,14,18,6,10,5,5,3
Magmin,S,Elemental,,CN,14 (natural),9 (2d6+2),7,15,12,8,11,10,0.5,2
Magmoid,L,Elemental,,N,14 (natural),120 (16d10+32),14,17,15,4,10,5,8,3
Magnesium_Golem,M,Construct,,N,15 (natural),68 (8d8+32),19,9,18,6,10,5,5,3
Magnetic_Elemental,L,Elemental,,N,16 (natural),95 (10d10+40),18,12,18,6,10,6,6,3
Mahadi_the_Rakashasa,M,Fiend,,LE,17 (natural),195 (23d8+92),14,18,18,14,18,20,14,5
Mahoru,L,Monstrosity,,,15 (natural),91 (14d8+28),18,19,14,3,12,7,3,2
Major_Malleable,H,Aberration,,CE,13 (natural),218 (23d12+69),22,8,17,19,16,10,10,4
Malakbel,M,Fiend,Demon,CE,14 (natural),102 (12d8+48),14,17,19,13,16,20,9,4
Male_Steeder,M,Beast,,,12 (natural),13 (2d8+4),15,12,14,2,10,3,0.25,2
Malformed_Kraken,H,Monstrosity,,CE,17 (natural),172 (15d12+75),25,11,20,11,15,15,10,4
Malignant_Mouth,M,Monstrosity,,CN,16 (natural),20 (4d8+2),12,6,9,16,14,14,3,2
Malivar,M,Humanoid,Human,CE,12 (15 with mage armor),40 (9d8),9,14,11,17,12,17,6,3
Mallqui,M,Undead,,LN,14 (natural),120 (16d8+48),16,9,16,11,16,14,8,3
Malphas,M,Fey,,NE,16 (studded leather),120 (16d8+48),19,19,16,14,13,14,6,3
Malthraxis_(Nightwalker),H,Undead,,CE,14,297 (22d12+154),22,19,24,6,9,8,20,6
Mammon,H,Fiend,Devil,LE,20 (natural),378 (28d12+196),22,13,24,23,21,26,25,8
Mammoth,H,Beast,,,13 (natural),126 (11d12+55),24,9,21,3,11,6,6,3
Mamura,S,Aberration,Fey,NE,16 (natural),97 (13d6+52),8,18,19,17,11,16,6,3
Manabane_Scarab_Swarm,M,Beast,(Swarm of Tiny),,15 (natural),75 (10d8+30),3,16,16,1,13,2,4,2
Manastorm_Golem,M,Construct,,,14 (natural),90 (12d10+24),6,14,14,16,8,1,8,3
Mandragora,S,Plant,,NE,11,4 (1d6+1),11,13,13,8,10,9,0.125,2
Mandrake,T,Plant,,,8,22 (4d4+12),10,6,16,1,9,12,0.5,2
Mandriano,L,Plant,,LE,13 (natural),60 (8d10+16),15,6,15,10,10,7,5,3
Mandrill,S,Beast,,,12,9 (2d6+2),10,15,12,4,12,6,0.125,2
Maneki_Neko,S,Fiend,,CG,14,119 (25d6+32),6,18,17,10,16,20,12,4
Manes,S,Fiend,Demon,CE,9,9 (2d6+2),10,9,13,3,8,4,0.125,2
Manggus,L,Giant,Shapechanger,CE,14 (hide),127 (15d10+45),18,14,16,8,7,9,5,3
Mangrove_Treant,H,Plant,,N,15 (natural),136 (13d12+52),20,7,19,12,15,12,7,3
Manshoon,M,Humanoid,Human,LE,"19 (robes of the archmage, staff of power)",126 (23d8+23),10,14,12,23,15,16,13,5
Mantari,M,Monstrosity,,NE,12,4 (1d8),12,14,11,2,11,6,0.125,2
Manticore,L,Monstrosity,,LE,14 (natural),68 (8d10+24),17,16,17,7,12,8,3,2
"Manticore,_Heart-Piercing",L,Monstrosity,,CE,15 (natural),136 (16d10+48),19,14,16,5,12,6,5,3
Mantidrake,L,Monstrosity,,LE,15 (natural),147 (14d10+70),23,15,20,9,14,13,11,4
"Mantik,_Barbed_King_of_the_Manticores",H,Monstrosity,,LE,16 (natural),168 (16d12+64),19,14,18,10,14,16,9,4
Mantrap,L,Plant,,,12,45 (7d10+7),15,14,12,1,10,2,1,2
Map_Mimic,T,Monstrosity,Shapechanger,N,14 (natural),32 (5d8+10),10,15,14,13,15,16,0.25,2
"Maphistal,_Second_of_Orcus",L,Fiend,Demon,CE,21 (natural),400 (32d10+224),28,16,24,18,20,23,26,8
Margoyle,M,Monstrosity,,CE,15 (natural),68 (8d8+32),17,15,19,6,10,7,4,2
Mari_Lwyd,L,Undead,,N,15 (natural),66 (7d10+28),16,13,19,10,14,15,4,2
Marid,L,Elemental,Genie,CN,17 (natural),229 (17d10+136),22,12,26,18,17,18,11,4
Marilith,L,Fiend,Demon,CE,18 (natural),189 (18d10+90),18,20,20,18,16,20,16,5
Marlos_Urnrayle,M,Monstrosity,,NE,15 (natural),136 (16d8+64),17,11,18,12,13,17,8,3
Marsh_Dire,M,Undead,,NE,15 (natural),142 (15d8+75),18,13,20,7,11,8,8,3
Martial_Arts_Adept,M,Humanoid, Race,,16,60 (11d8+11),11,17,13,11,16,10,3,2
Marut,L,Construct,Inevitable,LN,22 (natural),432 (3210+256),28,12,26,19,15,18,25,8
Mask_Wight,M,Undead,,NE,19 (natural),207 (18d8+126),22,18,24,15,16,18,13,5
Massive_Malleable,G,Aberration,,CE,14 (natural),248 (16d20+80),26,8,20,21,17,10,16,5
Master_Alchemist,M,Humanoid, Race,NE,11 (14 with mage armor),55 (10d8+10),10,12,12,20,14,13,7,3
Master_of_Cruelties,L,Fiend,Demon,CE,18 (plate),127 (15d10+45),18,17,16,19,16,21,9,4
Master_of_Demon_Mountain,M,Humanoid,Tiefling,LE,14 (17 with mage armor),110 (20d8+20),11,18,12,23,14,17,17,6
Master_of_Souls,M,Humanoid,Human,NE,12,45 (6d8+18),10,14,17,19,14,13,4,2
Master_Sage,M,Humanoid, Race,,10 (13 with mage armor),54 (12d8),8,10,10,20,18,11,5,3
Master_Thief,M,Humanoid, Race,,16 (studded leather),84 (13d8+26),11,18,14,11,11,12,5,3
Mastiff,M,Beast,,,12,5 (1d8+1),13,14,12,3,12,7,0.125,2
Mastodon,H,Beast,,,15 (natural),270 (20d12+140),28,10,24,2,13,6,9,4
Matriarch_Serpentine_Lamia,L,Monstrosity,,NE,15 (natural),90 (12d8+36),12,17,16,8,15,19,5,3
Maul_Angelic,L,Celestial,Angel,LG,18 (natural),152 (16d10+64),22,16,18,14,16,18,15,5
Maurezhi,M,Fiend,Demon,CE,15 (natural),88 (16d8+16),14,17,12,11,12,15,7,3
Mavka,M,Undead,,CE,17 (natural),170 (20d8+80),20,15,18,13,13,18,12,4
Maw,M,Fiend,Demon,CE,13 (natural),33 (6d8+6),14,8,13,5,8,5,1,2
Maw_of_Sekolah,H,Monstrosity,,NE,12 (natural),114 (12d12+36),21,12,17,2,14,7,7,3
Mbielu,H,Beast,,,15 (natural),95 (10d12+30),19,14,16,2,12,6,3,2
Mead_Archon,M,Celestial,Angel,CG,14 (leather),82 (11d8+33),20,16,17,14,18,20,4,2
Meazel,M,Humanoid,Meazel,NE,13,35 (10d8-10),8,17,9,14,13,10,1,2
Mechuiti,G,Fiend,Demon,CE,19 (natural),370 (20d20+160),29,19,27,18,18,22,27,8
Medusa,M,Monstrosity,,LE,15 (natural),127 (17d8+51),10,15,16,12,13,15,6,3
Meenlock,S,Fey,,NE,15 (natural),37 (7d6+7),7,15,12,11,10,8,2,2
Megaloceros,H,Beast,,,13 (natural),95 (10d12+30),20,13,16,4,13,12,4,2
Megapede,L,Monstrosity,,,15 (natural),75 (10d10+20),17,14,15,2,7,3,3,2
Mehrim_(Goat_Demon),M,Fiend,Demon,CE,15 (natural),31 (7d8),20,14,10,12,13,16,3,2
Mei_Jiao_Shou_(Paraceratherium),G,Beast,,,14 (natural),139 (9d20+45),23,7,21,3,9,6,7,3
Meletian_Hoplite,M,Humanoid, Race,,18 (breastplate and shield),49 (9d8+9),16,14,12,16,13,11,3,2
Meloon_Wardragon,M,Humanoid,Human,NE,18 (plate),143 (22d8+44),20,15,14,10,14,15,9,4
Mercenary_Envoy,M,Humanoid, Race,,15 (chained shirt),26 (4d8+8),15,15,15,10,12,9,1,2
Mercion,M,Humanoid,"Human, Cleric",LG,19 (plate),31 (9d8-9),15,10,9,12,17,17,3,2
Merfolk,M,Humanoid,Merfolk,N,11,11 (2d8+2),10,13,12,11,11,12,0.125,2
Merfolk_Salvager,M,Humanoid,Merfolk,N,12,22 (4d8+4),12,14,12,11,10,13,1,2
Merregon,M,Fiend,Devil,LE,16 (natural),45 (6d8+18),18,14,17,6,12,8,4,2
Merrenoloth,M,Fiend,Yugoloth,NE,13,40 (9d8),8,17,10,17,14,11,3,2
Merrow,L,Monstrosity,,CE,13 (natural),45 (6d10+12),18,10,15,8,10,9,2,2
Merrow_Shallowpriest,L,Monstrosity,,CE,15 (natural),75 (10d10+20),18,14,15,11,16,9,4,2
Mesmerella,M,Fey,,CN,14,38 (7d8+7),12,19,12,14,15,20,4,2
Metallic_Greatwyrm,G,Dragon,Metallic,LG,22 (natural),565 (29d20+261),30,16,29,21,22,30,28,8
Metallic_Ooze,L,Ooze,,,9 (natural),95 (10d10+40),17,5,19,2,6,1,5,3
Metallic_Peacekeeper,M,Construct,,NG,17 (natural),68 (8d8+32),17,10,18,14,12,11,4,2
Metallic_Warbler,T,Construct,,NG,14 (natural),14 (4d4+4),4,15,12,9,10,12,0.25,2
Metee-Kolen-Ol,M,Humanoid, Race,CE,13 (16 with mage armor),32 (5d8+10),11,16,14,17,13,9,2,2
Mezzoloth,M,Fiend,Yugoloth,NE,18 (natural),75 (10d8+30),18,11,16,7,10,11,5,3
Mi-Go,M,Plant,,NE,17 (natural),76 (8d8+40),16,19,21,25,15,13,5,3
Midnight_Peddler,M,Fey,,N,11,45 (7d8+14),11,13,15,15,16,13,0.5,2
Miirym,L,Undead,,,10,262 (25d10+125),17,10,20,18,15,23,22,7
Millitaur,L,Monstrosity,,N,14 (natural),85 (10d10+30),18,14,16,8,12,10,3,2
Mimi,T,Fey,,NG,14,9 (2d4+4),4,19,14,15,13,14,2,2
Mimic,M,Monstrosity,Shapechanger,N,12 (natural),58 (9d8+18),17,12,15,5,13,8,2,2
Mind_Drinker_Vampire,M,Undead,,NE,14,55 (10d8+10),16,18,12,19,13,14,4,2
Mind_Flayer_(Illithid),M,Aberration,,LE,15 (breastplate),71 (13d8+13),11,12,12,19,17,17,7,3
Mind_Flayer_Arcanist,M,Aberration,,LE,15 (breastplate),71 (13d8+13),11,12,12,19,17,17,8,3
Mind_Flayer_Lich,M,Undead,, Evil,17 (natural),135 (18d8+54),11,16,16,20,14,16,22,7
Mind_Flayer_Psion,M,Aberration,,LE,15 (breastplate),71 (13d8+13),11,12,12,19,17,17,8,3
Mind_Mage,M,Humanoid, Race,NE,12 (15 with mage armor),49 (11d8),10,14,10,20,15,16,5,3
Mind_Rake,M,Undead,,NE,13,52 (7d8+21),14,15,17,7,13,15,3,2
Mind_Warper,T,Ooze,,CE,5,242 (27d4+175),1,1,25,14,20,14,14,5
Mindrot_Thrall,M,Plant,,N,15 (natural),82 (11d8+33),15,14,17,11,14,6,3,2
Mindwitness,L,Aberration,Beholder,LE,15 (natural),75 (10d10+20),10,14,14,15,15,10,5,3
Mineral_Ooze,L,Ooze,,N,9,76 (8d10+32),14,8,18,1,5,3,3,2
Minor_Malleable,M,Aberration,,CE,11 (natural),32 (5d8+10),16,8,14,15,14,10,1,2
Minotaur,L,Monstrosity,,CE,14 (natural),76 (9d10+27),18,11,16,6,16,9,3,2
Minotaur_Blockade_Crasher,L,Monstrosity,,CE,15 (half plate),114 (12d10+48),20,11,18,7,16,9,4,2
Minotaur_King,L,Monstrosity,,LE,18 (plate),142 (15d10+60),22,12,18,10,18,14,12,4
Minotaur_Labyrinth_Keeper,L,Monstrosity,,CE,15 (natural),119 (14d10+42),18,11,16,10,12,16,5,3
Minotaur_Living_Crystal_Statue,L,Construct,,,15 (natural),136 (16d10+48),18,9,16,6,10,5,6,3
Minotaur_Lord,L,Monstrosity,,LE,18 (plate),102 (12d10+36),20,12,16,10,16,12,5,3
Minotaur_Mage,L,Monstrosity,,LE,15 (half plate),76 (9d10+27),19,11,16,18,10,9,7,3
Minotaur_Moon_Priestess,L,Monstrosity,,CE,14 (natural),153 (18d10+54,18,11,16,10,16,12,7,3
Minotaur_Skeleton,L,Undead,,LE,12 (natural),67 (9d10+18),18,11,15,6,8,5,2,2
Mirager,M,Fey,,NE,13,78 (12d8+24),12,16,14,10,14,20,3,2
Miraj_Vizann,M,Humanoid,earth genasi,NE,10 (13 with mage armor),82 (11d8+33),12,10,17,13,11,18,6,3
Miramal,S,Fey,,CE,13,22 (5d6+5),10,16,12,10,12,8,0.5,2
Mirror_Hag,M,Fey,Hag,CN,16 (natural),168 (16d8+96),15,16,22,12,14,19,6,3
Mirt,M,Humanoid,Human,CG,16 (bracers of defense),153 (18d8+72),18,18,18,15,12,15,9,4
Mist_Dragon_Wyrmling,M,Dragon,Mist Dragon,N,15 (natural),67 (9d8+27),19,12,17,12,13,15,5,3
Mister_Light,M,Humanoid,"Elf, Shadar-kai",CG,13,77 (14d8+14),10,16,12,12,13,17,3,2
Mister_Witch_,M,Humanoid,"Elf, Shadar-kai",CG,10,82 (11d8+33),14,11,16,16,13,14,3,2
Mistress_of_Midnight_Teeth,S,Fey,,NE,16,130 (20d6+60),10,22,16,17,18,20,15,5
Mite,S,Fey,,LE,12,7 (2d6),7,14,11,10,8,13,0.25,2
Mngwa,M,Aberration,,NE,16,91 (14d8+28),19,17,15,11,17,17,4,2
Mobat,L,Monstrosity,,N,14 (natural),51 (6d10+18),17,15,16,6,13,6,1,2
Moderate_Malleable,L,Aberration,,CE,12 (natural),136 (16d10+48),18,8,16,17,15,10,5,3
Mohrg,M,Undead,,CE,12,112 (15d8+45),18,14,17,11,10,8,8,3
Mold_Zombie,M,Undead,,CE,13 (natural),75 (10d8+30),17,8,16,3,6,5,3,2
Molliver,M,Humanoid,Human,CG,15 (+1 leather),60 (8d8+24),9,17,16,10,9,16,3,2
Moloch,L,Fiend,Devil,LE,19 (natural),253 (22d10+132),26,19,22,21,18,23,21,7
Molydeus,H,Fiend,Demon,CE,19 (natural),216 (16d12+112),28,22,25,21,24,24,21,7
Monarch_Skeleton,M,Undead,,NE,16 (chain mail),142 (15d8+75),21,14,20,12,14,8,9,4
Mongrelfolk,M,Humanoid,Mongrelfolk,,11 (natural),26 (4d8+8),12,9,15,9,10,6,0.25,2
Monkey_King,M,Celestial,,N,21 (natural),262 (25d8+150),19,24,22,16,21,17,21,7
Monodrone,M,Construct,Mondron,LN,15 (natural),6 (1d8+1),10,13,12,4,10,5,0.125,2
Monolith_Champion,L,Construct,,,17 (natural),102 (12d10+36),19,12,16,10,10,10,8,3
Monolith_Footman,M,Construct,,,14 (natural),60 (8d10+16),18,12,14,10,10,10,3,2
Monster_Hunter,M,Humanoid, Race, Good,18 (+2 studded leather),78 (12d8+24),16,18,15,12,18,9,6,3
Monstrous_Crayfish,L,Beast,,,14 (natural),45 (6d10+12),16,10,14,1,10,2,2,2
Monstrous_Peryton,L,Monstrosity,,CE,14 (natural),144 (17d10+51),19,14,16,9,14,10,11,4
Monstrous_Spider,H,Beast,,,15 (natural),66 (7d12+21),18,12,16,2,11,4,5,3
Moon_Drake,M,Dragon,,N,15,76 (9d8+36),10,20,19,13,18,14,5,3
Moon_Nymph,M,Aberration,,CN,13,110 (20d8+20),5,17,12,13,15,17,8,3
Moonchild_Naga,L,Monstrosity,,NE,15 (natural),75 (10d10+20),17,18,14,12,16,18,6,3
Moonkite,L,Celestial,,LG,15 (natural),93 (11d10+33),15,18,16,14,16,19,5,3
Moonlit_King,M,Fey,,NG,17 (half-plate),170 (20d8+80),16,20,18,20,18,20,17,6
Moonstone_Dragon_Wyrmling,M,Dragon,Moonstone Dragon,N,17 (natural),39 (6d8+12),16,14,14,16,14,17,2,2
Moorbounder,L,Beast,,,13 (natural),30 (4d10+8),18,14,14,2,13,5,1,2
Mordakhesh_(Rakashasa),M,Fiend,,LE,18 (plate),170 (20d8+80),20,16,18,15,17,20,15,5
Mordant_Snare,G,Aberration,,CE,18 (natural),264 (16d20+96),23,16,22,15,14,6,15,5
Mordnaissant,T,Undead,,NE,15,67 (15d4+30),3,14,15,7,14,16,6,3
Morewena_Veilmist,M,Humanoid,Human,NE,12 (15 with mage armor),55 (10d8+10),9,14,13,17,12,14,5,3
Morko,S,Fey,,CE,12,17 (5d6),12,15,11,12,10,8,0.25,2
Morkoth,M,Aberration,,CE,17 (natural),130 (20d8+40),14,14,14,20,15,13,11,4
Mormesk_the_Wraith,M,Undead,,NE,13,45 (6d8+18),6,16,16,12,14,15,3,2
Morphoi,M,Plant,Shapechanger,CE,13,33 (6d8+6),11,16,13,14,10,15,0.5,2
Mortlock_Vanthampur,M,Humanoid,Human,LE,12,90 (12d8+36),18,14,17,10,12,13,3,2
Moss_Lurker,S,Humanoid,,CN,15 (natural),45 (10d6+10),14,14,12,12,10,10,1,2
Mountain_Dryad,H,Fey,,N,17 (natural),172 (15d12+75),29,12,20,14,18,18,11,4
Mountain_Giant,G,Giant,,NE,20 (natural),313 (19d20+114),26,10,22,14,20,10,21,7
Mountain_Goat,M,Beast,,,11,13 (2d8+4),14,12,14,2,10,5,0.125,2
Mountain_Nymph,M,Fey,,CN,15 (leather),112 (15d8+45),12,18,16,10,18,14,6,3
Mountain_Strider,L,Monstrosity,,CN,12,34 (4d10+12),16,14,17,8,14,9,1,2
Mouse_King,S,Fey,Shapechanger,N,17 (natural),150 (20d6+80),18,23,18,20,18,18,11,4
Mouth_of_Grolantor,H,Giant,Hill Giant,CE,14 (natural),105 (10d12+40),21,10,18,5,7,5,6,3
Mr._Dory,M,Aberration,,CE,18 (leather armor and shield),170 (20d8+80),13,20,19,14,14,16,10,4
Mud_Golem,S,Construct,,,10,27 (6d6+6),15,10,13,3,8,1,1,2
Mud_Mephit,S,Elemental,,NE,11,27 (6d6+6),8,12,12,9,11,7,0.25,2
Mudbog,L,Ooze,,,9,51 (6d10+18),20,8,17,1,10,3,2,2
Muiral,L,Monstrosity,,CE,16 (natural),195 (23d10+69),19,11,16,18,13,18,13,5
Mule,M,Beast,,,10,11 (2d8+2),14,10,13,2,10,5,0.125,2
Mummy,M,Undead,,LE,11 (natural),58 (9d8+18),16,8,15,6,10,12,3,2
Mummy_Lord,M,Undead,,LE,17 (natural),97 (13d8+39),18,10,17,11,18,16,15,5
Mummy_of_the_Deep,M,Undead,,NE,14 (natural),52 (8d8+16),17,10,14,6,14,15,5,3
"Mummy,_Venomous",M,Undead,,LE,11 (natural),58 (9d8+18),16,8,15,7,10,14,3,2
Murder_Crow,M,Undead,,CE,15 (natural),52 (8d8+16),10,17,14,2,14,12,3,2
Murgrik,L,Aberration,,CE,18 (natural),152 (16d10+64),23,10,18,6,14,9,9,4
Mustard_Jelly,L,Ooze,,,14 (natural),136 (13d10+65),15,10,21,10,10,10,6,3
Mwaxanare,M,Humanoid,Human,LN,10,13 (3d8),6,10,11,13,12,16,0.125,2
Myconid_Adult,M,Plant,,LN,12 (natural),22 (4d8+4),10,10,12,10,13,7,0.5,2
Myconid_Deathcap,M,Plant,,NE,15 (natural),90 (12d8+36),12,10,16,10,11,9,4,2
Myconid_Sovereign,L,Plant,,LN,13 (natural),60 (8d10+16),12,10,14,13,15,10,2,2
Myconid_Sprout,S,Plant,,LN,10,7 (2d6),8,10,10,8,11,5,0,2
Mydnari,M,Humanoid,,NE,13,22 (4d8+4),12,16,13,14,16,14,0.5,2
Myling,S,Undead,,CE,13 (natural),45 (10d6+10),15,10,12,10,12,10,2,2
Mystic,M,Humanoid, Race, non-Evil,17 (mind armor),90 (12d8+36),10,10,16,12,19,10,6,3
Mytholab,L,Construct,,,18 (natural),152 (16d10+64),20,13,18,6,16,1,9,4
Nabassu,M,Fiend,Demon,CE,18 (natural),190 (20d8+100),22,14,21,14,15,17,15,5
Nachzehrer,M,Undead,,CE,15 (natural),136 (16d8+64),20,12,18,10,15,9,8,3
Naergoth_Bladelord,M,Undead,,NE,18 (plate),135 (18d8+54),20,12,16,12,14,16,11,4
Nagpa,M,Humanoid,Nagpa,NE,19 (natural),187 (34d8+34),9,15,12,23,18,21,17,6
Naiad,M,Fey,,CN,15 (natural),31 (7d8),10,16,11,15,10,18,2,2
Naina,L,Dragon,Shapechanger,LE,17 (natural),231 (22d10+110),20,16,21,15,18,18,11,4
